M2_POINT_ID,MEASURE_DATETIME,POINT_NAME,POINT_ADDRESS,POINT_DESC,WATER_PRESSURE,DEVICE_TEMPERATURE,REG_TIME,LATITUDE,LONGITUDE
"1,868",7/1/2024 19:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,43.45,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 20:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,39.27,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 20:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,34.38,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 20:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,48.85,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 20:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,40.83,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 20:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,44.93,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 20:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,47.52,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 20:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,38.83,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 20:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,31.62,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 20:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,45.24,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 20:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,32.13,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 20:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,31.93,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 20:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,38.93,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 20:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,38.53,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 20:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,48.05,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 20:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,40.42,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 20:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,45.57,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 20:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,30,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 20:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,35.77,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 20:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,41.33,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 20:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,42.54,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 20:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,34.16,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 20:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,36.69,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 20:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,40.22,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 20:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,46.26,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 20:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,33.48,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 20:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,49.37,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 20:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,43.91,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 20:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,35.12,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 20:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,47.9,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 20:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,42.18,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 21:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,49.49,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 21:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,43.24,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 21:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,30.97,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 21:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,31.7,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 21:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,43.39,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 21:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,33.56,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 21:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,35.73,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 21:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,42.86,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 21:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,42.28,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 21:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,44.9,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 21:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,47.37,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 21:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,39.16,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 21:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.02,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 21:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,45.95,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 21:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,33.37,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 21:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,43.18,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 21:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,46.23,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 21:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,32.3,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 21:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,39.88,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 21:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,47.8,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 21:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,33.28,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 21:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,33.61,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 21:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,45.22,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 21:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,37.87,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 21:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,38.52,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 21:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,42.33,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 21:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,39.19,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 21:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,40.36,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 21:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,30.88,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 21:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,47.72,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 22:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,37.87,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 22:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,43.64,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 22:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,32.15,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 22:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,30.36,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 22:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,49.49,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 22:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,47.88,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 22:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,48.08,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 22:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,34.81,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 22:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,49.15,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 22:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,46.76,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 22:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,37.17,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 22:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,33.28,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 22:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,44.35,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 22:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,39.24,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 22:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,42.77,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 22:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,37.62,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 22:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,49.19,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 22:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,39.28,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 22:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,42.8,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 22:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,39.73,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 22:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,49.65,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 22:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,41.93,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 22:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,47.07,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 22:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,34.73,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 22:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,42.05,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 22:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,39.34,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 22:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,49.11,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 22:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,38.52,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 22:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,39.54,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 22:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,41.93,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 23:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,49.21,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 23:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,37.7,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 23:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,38.95,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 23:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,46.84,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 23:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,45.19,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 23:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,49.06,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 23:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,48.94,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 23:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,45.93,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 23:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,35.48,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 23:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,34.98,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 23:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,31.52,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 23:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,48.24,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 23:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,42.52,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 23:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,44.44,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 23:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,42.87,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 23:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,41.43,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 23:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,35.74,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 23:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,43.96,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 23:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,41.3,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 23:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,43.86,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 23:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,39.6,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 23:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,34.6,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 23:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.17,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 23:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,47.01,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 23:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,30.6,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/1/2024 23:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,45.18,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/1/2024 23:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,30.3,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/1/2024 23:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,33.5,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/1/2024 23:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,33.47,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/1/2024 23:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,30.45,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 0:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,36.33,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 0:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,35.39,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 0:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,37.2,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 0:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,49.34,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 0:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,30.7,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 0:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,43.38,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 0:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,42.34,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 0:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,34.76,14,5/10/2024 4:59,39.88429001,32.79584398
